ID,Title,Author,GameStyle,Difficulty,ClearRate,Stars,PlayersPlayed,Clears,RoundsPlayed,Flag,Tag,Link
3631-0000-03E0-84E9,Boo Buddy Bustle,Forrest,sw,Expert,6.15%,38,64,38,618,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/3631-0000-03E0-84E9
3398-0000-03D9-C173,Dry Aona fusionE,Dev,sw,Super Expert,1.00%,33,57,10,1003,US,---,https://supermariomakerbookmark.nintendo.net/courses/3398-0000-03D9-C173
1EC8-0000-03E3-9785,I&#39;m sorry Druid sent you this...,SR|Dan²,sw,Normal,24.71%,21,40,21,85,CA,---,https://supermariomakerbookmark.nintendo.net/courses/1EC8-0000-03E3-9785
BCD6-0000-03EB-F68A,Test Capa 100% Clear #teammaker,←«Aлğеl»→,sw,Expert,0.87%,8,24,11,1266,CL,---,https://supermariomakerbookmark.nintendo.net/courses/BCD6-0000-03EB-F68A
ED06-0000-03E4-F440,muere yoshi!!!!!,patan,sw,Expert,2.04%,8,18,9,441,AR,---,https://supermariomakerbookmark.nintendo.net/courses/ED06-0000-03E4-F440
44C8-0000-03EA-0B60,↑↑↓↓←→←→BABA,CN.MS,sw,Expert,4.65%,11,18,2,43,US,---,https://supermariomakerbookmark.nintendo.net/courses/44C8-0000-03EA-0B60
68D4-0000-03E3-28B6,#TeamJaimeJaime,MuLLTY,sw,Super Expert,0.72%,22,41,16,2237,US,---,https://supermariomakerbookmark.nintendo.net/courses/68D4-0000-03E3-28B6
1E78-0000-03DA-EBC7,Stones throw home,Dev,sw,Super Expert,0.77%,33,65,15,1942,US,---,https://supermariomakerbookmark.nintendo.net/courses/1E78-0000-03DA-EBC7
02A5-0000-03C9-3667,ghost house spikes.,tEmMaH,sw,Super Expert,1.40%,22,38,18,1283,CA,---,https://supermariomakerbookmark.nintendo.net/courses/02A5-0000-03C9-3667
A093-0000-03DF-F784,♥Jenn&#39;s 6 Spicy Mids♥ FOGZ,Jay⇔Kaizo2,sw,Normal,25.00%,28,47,28,112,US,---,https://supermariomakerbookmark.nintendo.net/courses/A093-0000-03DF-F784
09BE-0000-03DC-CCED,Scrambles the Death Dealer,JefeMix,sw,Super Expert,0.39%,14,25,2,518,US,---,https://supermariomakerbookmark.nintendo.net/courses/09BE-0000-03DC-CCED
E72A-0000-03D4-C824,Practica y tomate tu tiempo...,wesker,sw,Easy,51.39%,14,39,37,72,MX,---,https://supermariomakerbookmark.nintendo.net/courses/E72A-0000-03D4-C824
5505-0000-03EC-E38B,NICO&#39;S STUPID 3DS #TROLLTENDO v9,Bow ZR,sw,Super Expert,1.76%,6,12,5,284,US,---,https://supermariomakerbookmark.nintendo.net/courses/5505-0000-03EC-E38B
62CC-0000-03EA-2441,Shell Jumps With Your Hands Full,N-Mario84,sw,Expert,5.60%,9,17,7,125,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/62CC-0000-03EA-2441
074D-0000-03E9-AD40,Bomber Man 64,Grant,sw,Expert,8.05%,9,17,7,87,US,---,https://supermariomakerbookmark.nintendo.net/courses/074D-0000-03E9-AD40
8637-0000-03E8-B796,Tracks_1.JANK,Mystic,sw,Normal,20.00%,6,13,10,50,US,---,https://supermariomakerbookmark.nintendo.net/courses/8637-0000-03E8-B796
4067-0000-03E7-EAA1,[KB2] Care Bears are Thicc,ColeMole,sw,Super Expert,0.38%,24,52,17,4528,US,---,https://supermariomakerbookmark.nintendo.net/courses/4067-0000-03E7-EAA1
BBF6-0000-03E6-79C7,Para mis Makers &lt;3 #Muriel MK,MurielMK,sw,Super Expert,1.19%,12,28,14,1175,CL,---,https://supermariomakerbookmark.nintendo.net/courses/BBF6-0000-03E6-79C7
EBC5-0000-03E5-C589,Uno Más: Instant Dismount,GabeMM,sw,Super Expert,1.22%,6,10,5,410,US,---,https://supermariomakerbookmark.nintendo.net/courses/EBC5-0000-03E5-C589
C3BC-0000-03DE-19D3,bizzles lost level (ez version),debbie,sw,Expert,2.10%,12,33,15,715,US,---,https://supermariomakerbookmark.nintendo.net/courses/C3BC-0000-03DE-19D3
B0BC-0000-03DA-7DD0,SMM SoManyMemories,SR|Dan,sw,Super Expert,1.24%,42,83,39,3141,CA,---,https://supermariomakerbookmark.nintendo.net/courses/B0BC-0000-03DA-7DD0
D7C7-0000-03DA-504C,Spring drop into door,joshua,sw,Easy,45.45%,6,16,15,33,US,---,https://supermariomakerbookmark.nintendo.net/courses/D7C7-0000-03DA-504C
8BE2-0000-03CF-BF26,3 Trials of Doom,3D Dude,sw,Expert,8.72%,15,25,13,149,US,---,https://supermariomakerbookmark.nintendo.net/courses/8BE2-0000-03CF-BF26
7878-0000-03CB-78D2,Just for fun,Dissan,sw,Expert,3.03%,6,11,5,165,MX,---,https://supermariomakerbookmark.nintendo.net/courses/7878-0000-03CB-78D2
3C2E-0000-03DF-CB6E,5 Pruebas Kaizo Para Janu Conor,Amariyo29,sw,Super Expert,0.40%,25,54,18,4535,MX,---,https://supermariomakerbookmark.nintendo.net/courses/3C2E-0000-03DF-CB6E
838E-0000-03EA-DE5F,The Distinguished Creatures,jj boy,sw,Normal,13.60%,17,29,17,125,US,---,https://supermariomakerbookmark.nintendo.net/courses/838E-0000-03EA-DE5F
F5BC-0000-03E6-F7E0,los niveles no son infasia jaja,bluer qro,sw,Expert,5.92%,7,15,10,169,MX,---,https://supermariomakerbookmark.nintendo.net/courses/F5BC-0000-03E6-F7E0
390D-0000-03A8-321F,Supera Las Pruebas De Sharky :),Sharky FBT,sw,Expert,3.27%,28,50,29,888,MX,---,https://supermariomakerbookmark.nintendo.net/courses/390D-0000-03A8-321F
20F9-0000-03DF-C5BE,One Dumb Trick,Dev,sw,Super Expert,0.60%,39,73,10,1656,US,---,https://supermariomakerbookmark.nintendo.net/courses/20F9-0000-03DF-C5BE
B9C4-0000-03E7-3912,Hold Your Breath Mid Air,Kazuto,sw,Super Expert,0.23%,11,28,6,2586,MX,---,https://supermariomakerbookmark.nintendo.net/courses/B9C4-0000-03E7-3912
BECC-0000-03E3-B736,Terror on Friday the 13th,crashbashr,sw,Expert,6.41%,37,68,33,515,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/BECC-0000-03E3-B736
6C7C-0000-03E8-CD85,[ 7 Mid ] Rising,P-ander,sw,Expert,1.51%,15,29,18,1196,PE,---,https://supermariomakerbookmark.nintendo.net/courses/6C7C-0000-03E8-CD85
DB9D-0000-03E0-ABB3,send help v1.5,Ginny,sw,Super Expert,2.46%,19,33,16,650,US,---,https://supermariomakerbookmark.nintendo.net/courses/DB9D-0000-03E0-ABB3
427E-0000-03D0-F290,Mansion : Arresto Momentum v.2,P-ander,sw,Super Expert,1.43%,31,59,28,1961,PE,---,https://supermariomakerbookmark.nintendo.net/courses/427E-0000-03D0-F290
707D-0000-03EB-BAC8,iniciación  #Makers With Style&lt;3,freddy,sw,Super Expert,0.52%,8,20,7,1337,MX,---,https://supermariomakerbookmark.nintendo.net/courses/707D-0000-03EB-BAC8
1055-0000-03EA-D07C,Super Mario Basic&#39;s 3 !,Newt82 ★2★,sw,Expert,4.55%,16,29,5,110,US,---,https://supermariomakerbookmark.nintendo.net/courses/1055-0000-03EA-D07C
189A-0000-03E4-83BD,Boo House Kaizo for BuhDihKuh ♥,↑Penguin↓,sw,Super Expert,0.50%,8,19,6,1197,US,---,https://supermariomakerbookmark.nintendo.net/courses/189A-0000-03E4-83BD
2F3D-0000-03E2-B85D,¡DEJA DE PERSEGUIRME!,Lucei,sw,Super Expert,1.81%,12,28,10,553,SV,---,https://supermariomakerbookmark.nintendo.net/courses/2F3D-0000-03E2-B85D
9FF7-0000-03E0-1088,B+B Game Puzzle #2,Krustbag,sw,Expert,7.76%,8,14,9,116,CA,---,https://supermariomakerbookmark.nintendo.net/courses/9FF7-0000-03E0-1088
3749-0000-03DD-129C,Anthony&#39;s sunny day,CN.MS,sw,Super Expert,0.00%,16,33,0,67,US,---,https://supermariomakerbookmark.nintendo.net/courses/3749-0000-03DD-129C
C858-0000-03D3-12A7,4 coins kaizo by maxi,Max,sw,Super Expert,0.74%,12,21,5,676,MX,---,https://supermariomakerbookmark.nintendo.net/courses/C858-0000-03D3-12A7
A99F-0000-03D9-8C5A,Papa Is Awesome! TY 4 Everything,Jay⇔Kaizo2,sw,Expert,2.39%,37,77,42,1760,US,---,https://supermariomakerbookmark.nintendo.net/courses/A99F-0000-03D9-8C5A
7046-0000-03A5-416A,School of Mid Air ⇔%?⇔,Brayn #T⇔B,sw,Expert,11.03%,37,79,29,263,MX,---,https://supermariomakerbookmark.nintendo.net/courses/7046-0000-03A5-416A
DD17-0000-03D6-A8B7,Slaughterhouse,VickyPat,sw,Expert,3.42%,29,53,25,732,US,---,https://supermariomakerbookmark.nintendo.net/courses/DD17-0000-03D6-A8B7
105C-0000-03D0-C9C5,Mansion : Arresto Momentum,P-ander,sw,Super Expert,1.10%,38,101,32,2913,PE,---,https://supermariomakerbookmark.nintendo.net/courses/105C-0000-03D0-C9C5
73A1-0000-03DB-E214,Stahlstown Apparitions,ReLiC38,sw,Expert,1.77%,31,75,37,2093,CA,---,https://supermariomakerbookmark.nintendo.net/courses/73A1-0000-03DB-E214
39E3-0000-03CC-F2A0,28.5 grids P jump-Beyond myself!,CN.Chee,sw,Super Expert,0.70%,23,45,7,1001,US,---,https://supermariomakerbookmark.nintendo.net/courses/39E3-0000-03CC-F2A0
EA5C-0000-03D7-C744,Ghastly,Boh!!,sw,Expert,6.02%,51,93,21,349,US,---,https://supermariomakerbookmark.nintendo.net/courses/EA5C-0000-03D7-C744
D8C2-0000-03E1-AD5E,Tower of Dread,Annim,sw,Expert,4.22%,24,43,13,308,US,---,https://supermariomakerbookmark.nintendo.net/courses/D8C2-0000-03E1-AD5E
43F7-0000-03E7-7AE7,In the Depths of the Gloomy Hill,Rocall,sw,Expert,2.70%,10,18,2,74,CA,---,https://supermariomakerbookmark.nintendo.net/courses/43F7-0000-03E7-7AE7
7721-0000-03E3-7061,Mid air x4!!!!,Waffles,sw,Expert,3.06%,15,89,73,2382,MX,---,https://supermariomakerbookmark.nintendo.net/courses/7721-0000-03E3-7061
AA82-0000-03C3-0397,Bring it Along,semiblind,sw,Super Expert,2.75%,26,51,20,727,US,---,https://supermariomakerbookmark.nintendo.net/courses/AA82-0000-03C3-0397
96FA-0000-03DA-AFF6,Red Luigi&#39;s Haunted Halls #Race,vince,sw,Super Expert,0.11%,42,157,21,19497,US,---,https://supermariomakerbookmark.nintendo.net/courses/96FA-0000-03DA-AFF6
8721-0000-03C4-70C8,CUIDADO ES PELIGROSO 3 MIDAIR&#39;S,Oscar Pro,sw,Expert,4.62%,16,40,15,325,MX,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/8721-0000-03C4-70C8
835E-0000-03E0-E0B9,Spring so Nice you use it Thrice,Bode,sw,Expert,1.39%,17,69,40,2887,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/835E-0000-03E0-E0B9
1A58-0000-03E9-7EC1,Kaizo: Gz Up n&#39; Shellz Down,Andr3,sw,Super Expert,0.15%,6,14,1,649,MX,---,https://supermariomakerbookmark.nintendo.net/courses/1A58-0000-03E9-7EC1
515B-0000-03E6-CD30,VGMelodies Crash Course Beta,Dυηe,sw,Expert,2.23%,6,12,7,314,US,---,https://supermariomakerbookmark.nintendo.net/courses/515B-0000-03E6-CD30
AF54-0000-03E6-213C,TFF Rises to Victory,ExpDruid,sw,Super Expert,1.09%,12,23,9,824,US,Dash,https://supermariomakerbookmark.nintendo.net/courses/AF54-0000-03E6-213C
E32F-0000-03E1-0CF5,relic spooky ghost house,skullface,sw,Expert,0.68%,6,13,4,588,US,---,https://supermariomakerbookmark.nintendo.net/courses/E32F-0000-03E1-0CF5
378D-0000-03DD-D2E1,Molo Depp,molo depp,sw,Super Expert,0.16%,12,29,4,2499,MX,---,https://supermariomakerbookmark.nintendo.net/courses/378D-0000-03DD-D2E1
0197-0000-03EB-BF54,Marios Explosive Reflex 20 sec,Grant,sbu,Super Expert,1.00%,10,14,5,502,US,---,https://supermariomakerbookmark.nintendo.net/courses/0197-0000-03EB-BF54
5009-0000-03EC-D776,Empire State Of Mario #GPODT2,Paul,sbu,Expert,4.18%,22,31,25,598,US,---,https://supermariomakerbookmark.nintendo.net/courses/5009-0000-03EC-D776
E7E2-0000-03E9-8D42,Gracias por las 300 stars,Morillon71,sbu,Super Expert,1.20%,12,22,7,581,MX,---,https://supermariomakerbookmark.nintendo.net/courses/E7E2-0000-03E9-8D42
71E6-0000-03EB-0DF7,geegee,CN.MS,sbu,Super Expert,0.20%,11,21,2,998,US,---,https://supermariomakerbookmark.nintendo.net/courses/71E6-0000-03EB-0DF7
011E-0000-03EC-3CBA,wonderful U,CN.MS,sbu,Super Expert,0.68%,8,11,1,147,US,---,https://supermariomakerbookmark.nintendo.net/courses/011E-0000-03EC-3CBA
0BA2-0000-03DF-2F74,Puzzle Escape,Xypher,sbu,Easy,48.98%,25,36,24,49,US,---,https://supermariomakerbookmark.nintendo.net/courses/0BA2-0000-03DF-2F74
0D03-0000-03EB-DBB0,Ez ver 2,CN.MS,sbu,Super Expert,0.64%,10,15,1,157,US,---,https://supermariomakerbookmark.nintendo.net/courses/0D03-0000-03EB-DBB0
FE7A-0000-03E7-5289,I will never find she ùú NEVER!!,♪☆Daisy☆♪,sbu,Super Expert,0.48%,19,32,1,209,MX,---,https://supermariomakerbookmark.nintendo.net/courses/FE7A-0000-03E7-5289
A215-0000-03E6-928A,Don&#39;t Bully My Lansa TASx5,SR|Dan,sbu,Super Expert,0.29%,13,33,5,1735,CA,---,https://supermariomakerbookmark.nintendo.net/courses/A215-0000-03E6-928A
A5E1-0000-03E7-9821,Hey There&#39;s a Spoop in My Soup!,Colo(u)r,sbu,Super Expert,0.21%,22,64,9,4215,US,---,https://supermariomakerbookmark.nintendo.net/courses/A5E1-0000-03E7-9821
EFAF-0000-03E6-5072,Triggering The Execution,SaveMe,sbu,Super Expert,0.79%,22,46,16,2024,US,---,https://supermariomakerbookmark.nintendo.net/courses/EFAF-0000-03E6-5072
9DB8-0000-03E9-F322,Where&#39;s the Key?,A.J.,sbu,Easy,65.79%,17,28,25,38,US,---,https://supermariomakerbookmark.nintendo.net/courses/9DB8-0000-03E9-F322
1AF4-0000-03EA-1DED,I ♥ stars!,Syferia,sbu,Easy,42.19%,6,27,27,64,US,---,https://supermariomakerbookmark.nintendo.net/courses/1AF4-0000-03EA-1DED
796B-0000-03D9-00EF,:(,RecycleBin,sbu,Normal,2.59%,9,15,3,116,CA,---,https://supermariomakerbookmark.nintendo.net/courses/796B-0000-03D9-00EF
55F1-0000-03BF-98D9,10 Seconds Challenger - 2 Coins,←«Aлğеl»→,sbu,Expert,1.82%,22,45,16,881,CL,---,https://supermariomakerbookmark.nintendo.net/courses/55F1-0000-03BF-98D9
134E-0000-03EA-2681,Chomp House 3-3,James,sbu,Normal,45.71%,10,18,16,35,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/134E-0000-03EA-2681
EA37-0000-03E1-6E90,SPEEDRUN CHALLENGE #2,thottbot,sbu,Expert,2.05%,17,37,21,1026,US,---,https://supermariomakerbookmark.nintendo.net/courses/EA37-0000-03E1-6E90
DAE8-0000-03EB-7546,Marios Explosive Awareness,Grant,sbu,Expert,1.44%,7,15,6,418,US,---,https://supermariomakerbookmark.nintendo.net/courses/DAE8-0000-03EB-7546
7267-0000-03E8-B814,Entrenando escalada con flor #TM,Morillon71,sbu,Normal,7.14%,7,12,2,28,MX,---,https://supermariomakerbookmark.nintendo.net/courses/7267-0000-03E8-B814
0BD8-0000-03E8-FD34,Rei&#39;s Propeller,Hoagie,sbu,Super Expert,2.10%,15,27,3,143,US,---,https://supermariomakerbookmark.nintendo.net/courses/0BD8-0000-03E8-FD34
2D05-0000-03C9-5F0E,Mario Run de Prisa,Morillon71,sbu,Super Expert,1.00%,28,68,26,2597,MX,---,https://supermariomakerbookmark.nintendo.net/courses/2D05-0000-03C9-5F0E
EDAC-0000-03D0-54ED,●Rei●,CN.MS,sbu,Super Expert,0.92%,38,81,24,2605,US,---,https://supermariomakerbookmark.nintendo.net/courses/EDAC-0000-03D0-54ED
9BA0-0000-03E3-D044,Normal100 Mario Challenge NORMAL,Bullet,sbu,Easy,44.16%,31,56,34,77,US,---,https://supermariomakerbookmark.nintendo.net/courses/9BA0-0000-03E3-D044
2C15-0000-03E5-0553,Bumpoactivity,RecycleBin,sbu,Super Expert,0.25%,9,16,3,1201,CA,---,https://supermariomakerbookmark.nintendo.net/courses/2C15-0000-03E5-0553
3899-0000-03DC-5028,♥♡THX for 50 stars!!!♡♥,♪★Luna★♪,sbu,Easy,70.15%,28,52,47,67,US,---,https://supermariomakerbookmark.nintendo.net/courses/3899-0000-03DC-5028
CBF2-0000-03EA-1D6A,Chomp Chomp Haunt,Rjain,sbu,Normal,14.86%,15,30,22,148,CA,---,https://supermariomakerbookmark.nintendo.net/courses/CBF2-0000-03EA-1D6A
277E-0000-03E6-7AC5,Ghost House of Proximity,SR|Dan,sbu,Expert,5.08%,16,30,19,374,CA,---,https://supermariomakerbookmark.nintendo.net/courses/277E-0000-03E6-7AC5
C874-0000-03EB-8D83,Mario&#39;s Block,Renée,sbu,Normal,9.16%,11,21,12,131,US,---,https://supermariomakerbookmark.nintendo.net/courses/C874-0000-03EB-8D83
5513-0000-03AE-5A31,Precision Walls or DEATH!,HunckleD,sbu,Expert,2.30%,11,30,15,651,US,---,https://supermariomakerbookmark.nintendo.net/courses/5513-0000-03AE-5A31
D5B1-0000-03E8-470E,Los cercos de bús,Lucei,sbu,Expert,11.11%,6,11,6,54,SV,---,https://supermariomakerbookmark.nintendo.net/courses/D5B1-0000-03E8-470E
BCFA-0000-0382-3888,hombre challenge #23,hombre,sbu,Easy,16.67%,25,47,9,54,CA,---,https://supermariomakerbookmark.nintendo.net/courses/BCFA-0000-0382-3888
1306-0000-03BD-2093,Sorkarun,Waluigi,sbu,Easy,83.33%,41,77,70,84,,---,https://supermariomakerbookmark.nintendo.net/courses/1306-0000-03BD-2093
183E-0000-03E8-0B31,the cursed spring,Hitokiri,sbu,Normal,5.93%,7,16,7,118,US,---,https://supermariomakerbookmark.nintendo.net/courses/183E-0000-03E8-0B31
228C-0000-03E3-E63D,Hidden Blocks #1,B Swizzle,sbu,Super Expert,0.24%,8,24,3,1226,BR,---,https://supermariomakerbookmark.nintendo.net/courses/228C-0000-03E3-E63D
93F7-0000-0368-5B0C,stupid level,GoofyMomma,sbu,Easy,17.74%,16,30,11,62,US,---,https://supermariomakerbookmark.nintendo.net/courses/93F7-0000-0368-5B0C
4DE0-0000-03EB-E922,90sec 5K Speed Run Thank You!!!,Sarah†,sbu,Expert,7.44%,35,68,25,336,US,---,https://supermariomakerbookmark.nintendo.net/courses/4DE0-0000-03EB-E922
ADF0-0000-03EA-118F,Gardens of Ghastly Greenhouse,Jryd,sbu,Easy,68.97%,9,22,20,29,US,---,https://supermariomakerbookmark.nintendo.net/courses/ADF0-0000-03EA-118F
0171-0000-03E7-08DB,Springs Bullets and a Bowser,TGWaluigi,sbu,Super Expert,2.08%,9,19,7,337,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/0171-0000-03E7-08DB
FE64-0000-03E0-424E,oh yeah yeah,Pete,sbu,Super Expert,0.44%,12,23,2,453,US,---,https://supermariomakerbookmark.nintendo.net/courses/FE64-0000-03E0-424E
1369-0000-03E3-E2C7,nsmbu speed run [10 sec],,sbu,Super Expert,0.59%,14,29,6,1017,US,---,https://supermariomakerbookmark.nintendo.net/courses/1369-0000-03E3-E2C7
BF47-0000-03C3-7C38,If you will not be turned,hammy,sbu,Super Expert,0.08%,35,106,4,4899,US,---,https://supermariomakerbookmark.nintendo.net/courses/BF47-0000-03C3-7C38
76A7-0000-03EB-E646,Coo Luis Is Hard,David,sbu,Super Expert,0.43%,7,20,4,933,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/76A7-0000-03EB-E646
5EC2-0000-03EB-71F0,normal platforming level,Sarah†,sbu,Easy,46.43%,7,27,26,56,US,---,https://supermariomakerbookmark.nintendo.net/courses/5EC2-0000-03EB-71F0
B2DC-0000-03E8-C575,Mario&#39;s Propellathon,Devonius,sbu,Super Expert,0.12%,25,64,3,2534,US,---,https://supermariomakerbookmark.nintendo.net/courses/B2DC-0000-03E8-C575
15E9-0000-03E8-7175,Thabeast&#39;s Sawmageddon [10],SI|Cyclope,sbu,Expert,3.16%,6,13,5,158,US,---,https://supermariomakerbookmark.nintendo.net/courses/15E9-0000-03E8-7175
E551-0000-03E6-7B00,Arrowstotle Challenge #1,Veiny 3.0,sbu,Super Expert,1.19%,5,12,4,337,US,---,https://supermariomakerbookmark.nintendo.net/courses/E551-0000-03E6-7B00
D207-0000-03E4-9FC0,Kaizo Portentoso #TeamJaimeJaime,Rishar21,sbu,Super Expert,0.25%,17,44,10,4017,MX,---,https://supermariomakerbookmark.nintendo.net/courses/D207-0000-03E4-9FC0
C3CA-0000-03E3-7A05,Boo&#39;s Haunted Hop House,Ecrastom,sbu,Super Expert,0.17%,7,19,1,577,US,---,https://supermariomakerbookmark.nintendo.net/courses/C3CA-0000-03E3-7A05
01DB-0000-03DC-55A2,This One&#39;s For Toransushojo :},Ty,sbu,Super Expert,0.75%,18,49,12,1606,US,---,https://supermariomakerbookmark.nintendo.net/courses/01DB-0000-03DC-55A2
D812-0000-03C3-ACD2,The World Of Kaizo,Lucas_YT,sbu,Easy,17.65%,6,15,6,34,US,---,https://supermariomakerbookmark.nintendo.net/courses/D812-0000-03C3-ACD2
417C-0000-0387-0971,Ice Cold Anti-Scroller,Warpuppy,sbu,Expert,2.20%,40,90,38,1726,US,---,https://supermariomakerbookmark.nintendo.net/courses/417C-0000-0387-0971
1BD0-0000-03D5-A133,♪Spooky Scary Dry Bones♪,Cardboard,sbu,Expert,5.77%,43,102,57,988,CA,---,https://supermariomakerbookmark.nintendo.net/courses/1BD0-0000-03D5-A133
2147-0000-03D4-BB42,La pena de Mario by Stephan GP,LC,sbu,Expert,3.85%,28,63,21,546,PE,---,https://supermariomakerbookmark.nintendo.net/courses/2147-0000-03D4-BB42
D923-0000-03EB-6D8D,5,jj boy,sbu,Super Expert,0.33%,21,55,11,3324,US,---,https://supermariomakerbookmark.nintendo.net/courses/D923-0000-03EB-6D8D
3B96-0000-03A3-4793,Never Look Back[?],Gradient,sbu,Easy,40.79%,18,40,31,76,CA,---,https://supermariomakerbookmark.nintendo.net/courses/3B96-0000-03A3-4793
7E91-0000-03CE-05BF,Rei&#39;s idea !,CN.MS,sbu,Expert,1.81%,19,53,8,443,US,---,https://supermariomakerbookmark.nintendo.net/courses/7E91-0000-03CE-05BF
005D-0000-03D8-EA68,Fire Tech,MarsMatrix,sbu,Expert,0.50%,17,50,7,1391,CA,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/005D-0000-03D8-EA68
E83B-0000-03CC-EEEF,Grand Finale,sajon,sbu,Super Expert,0.79%,25,69,20,2528,US,---,https://supermariomakerbookmark.nintendo.net/courses/E83B-0000-03CC-EEEF
ED76-0000-03C9-9F77,Well Oiled Machine of Stupidity,λαууу,sbu,Expert,1.99%,24,56,12,602,US,---,https://supermariomakerbookmark.nintendo.net/courses/ED76-0000-03C9-9F77
AA45-0000-03DC-75F7,NSMBU Mushroom OP (Consistency),RecycleBin,sbu,Super Expert,0.00%,15,34,0,456,CA,---,https://supermariomakerbookmark.nintendo.net/courses/AA45-0000-03DC-75F7
4B5E-0000-03DD-9DD4,Basiqué,JefeMix,sbu,Super Expert,0.52%,22,48,7,1340,US,---,https://supermariomakerbookmark.nintendo.net/courses/4B5E-0000-03DD-9DD4
1E61-0000-03DC-46CE,2 Minutes in the House of Horror,Boris,sbu,Super Expert,0.20%,29,72,7,3454,MX,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/1E61-0000-03DC-46CE
0459-0000-03CF-BB59,10 Japanese Text Donut,Lord_Molyb,sbu,Super Expert,1.53%,21,48,15,983,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/0459-0000-03CF-BB59
8B41-0000-03E6-5287,γεαн βσı,Hypersonic,sbu,Expert,1.65%,18,41,7,423,US,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/8B41-0000-03E6-5287
7309-0000-03CE-F7B9,House of The Four Ghostly Trials,Link,sbu,Expert,5.19%,39,89,20,385,CA,---,https://supermariomakerbookmark.nintendo.net/courses/7309-0000-03CE-F7B9
4EF4-0000-03D4-E43F,Twenty Seconds Of Pain,MrSpeedrun,sbu,Expert,3.99%,11,28,16,401,US,---,https://supermariomakerbookmark.nintendo.net/courses/4EF4-0000-03D4-E43F
54E2-0000-03DD-EB8F,Think Think Think!,Var_Hug,sbu,Expert,4.73%,21,54,20,423,CA,---,https://supermariomakerbookmark.nintendo.net/courses/54E2-0000-03DD-EB8F
1AA8-0000-03E6-4CE5,a level for you!,Jessi,sbu,Expert,1.75%,5,12,2,114,US,---,https://supermariomakerbookmark.nintendo.net/courses/1AA8-0000-03E6-4CE5
9CC6-0000-03DA-45F9,Yeah,CN.MS,sbu,Super Expert,2.08%,20,48,3,144,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/9CC6-0000-03DA-45F9
87C0-0000-03D6-F709,troll LA LA good luck xd fixed,awsome,sbu,Expert,1.89%,5,14,5,265,US,---,https://supermariomakerbookmark.nintendo.net/courses/87C0-0000-03D6-F709
7E61-0000-03E5-BF11,poi,CN.MS,sbu,Super Expert,0.00%,14,35,0,434,US,---,https://supermariomakerbookmark.nintendo.net/courses/7E61-0000-03E5-BF11
E982-0000-03C9-5CD4,Boo&#39;s House of Horrors III,ψ Atlas ψ,sbu,Expert,7.96%,36,87,25,314,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/E982-0000-03C9-5CD4
F4B2-0000-03DE-2AF0,Crazy 30sec Speed run,rock lee,sbu,Expert,2.59%,13,32,5,193,CA,---,https://supermariomakerbookmark.nintendo.net/courses/F4B2-0000-03DE-2AF0
08D0-0000-03EB-63F1,JJ&#39;s Hard To Reach Red Coins,jj boy,sbu,Expert,4.55%,8,21,10,220,US,---,https://supermariomakerbookmark.nintendo.net/courses/08D0-0000-03EB-63F1
A0A3-0000-03D3-5807,HOUSE OF REPS # 3 capnfatjak,MetZelRio,sbu,Super Expert,1.17%,8,23,6,512,US,---,https://supermariomakerbookmark.nintendo.net/courses/A0A3-0000-03D3-5807
BD8B-0000-03D6-64F7,Elfen Lied - Lilium♪,2ManySalty,sbu,Easy,93.18%,18,42,41,44,US,Music,https://supermariomakerbookmark.nintendo.net/courses/BD8B-0000-03D6-64F7
77C9-0000-03D0-F724,Minute to Win It: No Sugar Added,AngryLuigi,sbu,Expert,1.52%,31,80,29,1911,US,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/77C9-0000-03D0-F724
FEA2-0000-03B3-2511,ESSAYS,Blast,sbu,Super Expert,1.08%,24,65,21,1943,CA,Traditional,https://supermariomakerbookmark.nintendo.net/courses/FEA2-0000-03B3-2511
13AF-0000-03C5-83C4,P&#39;s of Cake,SI|Markus,sbu,Super Expert,0.75%,37,89,13,1725,CA,---,https://supermariomakerbookmark.nintendo.net/courses/13AF-0000-03C5-83C4
F47F-0000-03DE-A6FC,(2in1) 20s Speedrun,Hitokiri,sbu,Expert,1.32%,10,27,9,683,BR,---,https://supermariomakerbookmark.nintendo.net/courses/F47F-0000-03DE-A6FC
572F-0000-03C9-5354,Boo&#39;s House of Horrors I,ψ Atlas ψ,sbu,Expert,2.52%,31,79,16,635,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/572F-0000-03C9-5354
